cluster	length	speices	N	S	dN	dS	NdN	SdS	w	lnl
11525	3027	Dre	2258.5	768.5	0.051176	0.261042	115.580996	200.610777	0.1960	-9445.600512
11525	3027	Ipu	2258.5	768.5	0.140348	0.946991	316.975958	727.7625835	0.1482	-9445.600512
11525	3027	Tmi	2258.5	768.5	0.007546	0.040779	17.042641	31.3386615	0.1851	-9445.600512
11525	3027	Tsi	2258.5	768.5	0.005645	0.036627	12.7492325	28.1478495	0.1541	-9445.600512
11526	1056	Cid	786.8	269.2	0.021107	0.116598	16.6069876	31.3881816	0.1810	-3387.445349
11526	1056	Dre	786.8	269.2	0.043879	0.457692	34.5239972	123.2106864	0.0959	-3387.445349
11526	1056	Ipu	786.8	269.2	0.160569	1.555220	126.3356892	418.665224	0.1032	-3387.445349
11526	1056	Tmi	786.8	269.2	0.013717	0.053067	10.7925356	14.2856364	0.2585	-3387.445349
11526	1056	Tsi	786.8	269.2	0.007388	0.007288	5.8128784	1.9619296	1.0137	-3387.445349
11528	501	Cid	362.3	138.7	0.002899	0.134167	1.0503077	18.6089629	0.0216	-1343.820117
11528	501	Dre	362.3	138.7	0.013928	0.179007	5.0461144	24.8282709	0.0778	-1343.820117
11528	501	Ipu	362.3	138.7	0.073404	1.495844	26.5942692	207.4735628	0.0491	-1343.820117
11528	501	Tmi	362.3	138.7	0.008492	0.028381	3.0766516	3.9364447	0.2992	-1343.820117
11528	501	Tsi	362.3	138.7	0.002746	0.024938	0.9948758	3.4589006	0.1101	-1343.820117
11529	1797	Cid	1353.0	444.0	0.008985	0.148017	12.156705	65.719548	0.0607	-5191.708508
11529	1797	Dre	1353.0	444.0	0.021224	0.288697	28.716072	128.181468	0.0735	-5191.708508
11529	1797	Ipu	1353.0	444.0	0.155495	1.190108	210.384735	528.407952	0.1307	-5191.708508
11529	1797	Tmi	1353.0	444.0	0.007437	0.065549	10.062261	29.103756	0.1135	-5191.708508
11529	1797	Tsi	1353.0	444.0	0.000698	0.012345	0.944394	5.48118	0.0565	-5191.708508
1153	3204	Cid	2405.3	798.7	0.006058	0.131001	14.5713074	104.6304987	0.0462	-7904.443043
1153	3204	Dre	2405.3	798.7	0.005789	0.318297	13.9242817	254.2238139	0.0182	-7904.443043
1153	3204	Ipu	2405.3	798.7	0.025448	0.758280	61.2100744	605.638236	0.0336	-7904.443043
1153	3204	Tmi	2405.3	798.7	0.004147	0.050238	9.9747791	40.1250906	0.0826	-7904.443043
1153	3204	Tsi	2405.3	798.7	0.001736	0.027717	4.1756008	22.1375679	0.0626	-7904.443043
11531	4539	Cid	3104.1	1434.9	0.014493	0.082230	44.9877213	117.991827	0.1762	-13728.812811
11531	4539	Dre	3104.1	1434.9	0.023295	0.208053	72.3100095	298.5352497	0.1120	-13728.812811
11531	4539	Ipu	3104.1	1434.9	0.156029	0.915643	484.3296189	1313.8561407	0.1704	-13728.812811
11531	4539	Tmi	3104.1	1434.9	0.009948	0.051769	30.8795868	74.2833381	0.1922	-13728.812811
11531	4539	Tsi	3104.1	1434.9	0.005446	0.040243	16.9049286	57.7446807	0.1353	-13728.812811
11532	666	Cid	500.4	165.6	0.046448	0.139767	23.2425792	23.1454152	0.3323	-1930.145952
11532	666	Dre	500.4	165.6	0.021181	0.256854	10.5989724	42.5350224	0.0825	-1930.145952
11532	666	Ipu	500.4	165.6	0.077738	1.354699	38.9000952	224.3381544	0.0574	-1930.145952
11532	666	Tmi	500.4	165.6	0.008491	0.029011	4.2488964	4.8042216	0.2927	-1930.145952
11532	666	Tsi	500.4	165.6	0.003564	0.045372	1.7834256	7.5136032	0.0785	-1930.145952
11533	588	Cid	445.1	142.9	0.034925	0.152890	15.5451175	21.847981	0.2284	-2159.627930
11533	588	Dre	445.1	142.9	0.067477	0.591774	30.0340127	84.5645046	0.1140	-2159.627930
11533	588	Ipu	445.1	142.9	0.323533	1.637507	144.0045383	233.9997503	0.1976	-2159.627930
11533	588	Tmi	445.1	142.9	0.024967	0.039857	11.1128117	5.6955653	0.6264	-2159.627930
11533	588	Tsi	445.1	142.9	0.010284	0.028031	4.5774084	4.0056299	0.3669	-2159.627930
11534	5025	Cid	3677.7	1347.3	0.011121	0.113139	40.8997017	152.4321747	0.0983	-14885.824617
11534	5025	Dre	3677.7	1347.3	0.019608	0.258716	72.1123416	348.5680668	0.0758	-14885.824617
11534	5025	Ipu	3677.7	1347.3	0.142090	1.416240	522.564393	1908.100152	0.1003	-14885.824617
11534	5025	Tmi	3677.7	1347.3	0.004845	0.047158	17.8184565	63.5359734	0.1027	-14885.824617
11534	5025	Tsi	3677.7	1347.3	0.002878	0.033758	10.5844206	45.4821534	0.0853	-14885.824617
11539	1257	Cid	935.1	321.9	0.001038	0.056402	0.9706338	18.1558038	0.0184	-2660.124695
11539	1257	Dre	935.1	321.9	0.001091	0.111592	1.0201941	35.9214648	0.0098	-2660.124695
11539	1257	Ipu	935.1	321.9	0.019098	0.826232	17.8585398	265.9640808	0.0231	-2660.124695
11539	1257	Tmi	935.1	321.9	0.000003	0.026023	0.0028053	8.3768037	0.0001	-2660.124695
11539	1257	Tsi	935.1	321.9	0.000003	0.029817	0.0028053	9.5980923	0.0001	-2660.124695
11540	1227	Cid	933.2	293.8	0.008941	0.135015	8.3437412	39.667407	0.0662	-3577.870780
11540	1227	Dre	933.2	293.8	0.029716	0.724768	27.7309712	212.9368384	0.0410	-3577.870780
11540	1227	Ipu	933.2	293.8	0.058526	1.658197	54.6164632	487.1782786	0.0353	-3577.870780
11540	1227	Tmi	933.2	293.8	0.008761	0.042492	8.1757652	12.4841496	0.2062	-3577.870780
11540	1227	Tsi	933.2	293.8	0.001209	0.081902	1.1282388	24.0628076	0.0148	-3577.870780
11541	960	Cid	715.7	244.3	0.013580	0.157352	9.719206	38.4410936	0.0863	-2867.693373
11541	960	Dre	715.7	244.3	0.029444	0.252525	21.0730708	61.6918575	0.1166	-2867.693373
11541	960	Ipu	715.7	244.3	0.079352	1.001276	56.7922264	244.6117268	0.0793	-2867.693373
11541	960	Tmi	715.7	244.3	0.015713	0.070938	11.2457941	17.3301534	0.2215	-2867.693373
11541	960	Tsi	715.7	244.3	0.008308	0.041219	5.9460356	10.0698017	0.2016	-2867.693373
11542	384	Cid	294.8	89.2	0.144086	0.163921	42.4765528	14.6217532	0.8790	-1384.925819
11542	384	Dre	294.8	89.2	0.048549	0.245104	14.3122452	21.8632768	0.1981	-1384.925819
11542	384	Ipu	294.8	89.2	0.205862	1.372054	60.6881176	122.3872168	0.1500	-1384.925819
11542	384	Tmi	294.8	89.2	0.023514	0.000024	6.9319272	0.0021408	999.0000	-1384.925819
11542	384	Tsi	294.8	89.2	0.024948	0.072132	7.3546704	6.4341744	0.3459	-1384.925819
11543	459	Cid	351.5	107.5	0.008402	0.036260	2.953303	3.89795	0.2317	-1431.975108
11543	459	Dre	351.5	107.5	0.008843	0.250206	3.1083145	26.897145	0.0353	-1431.975108
11543	459	Ipu	351.5	107.5	0.224888	1.589987	79.048132	170.9236025	0.1414	-1431.975108
11543	459	Tmi	351.5	107.5	0.011755	0.027273	4.1318825	2.9318475	0.4310	-1431.975108
11543	459	Tsi	351.5	107.5	0.005857	0.032025	2.0587355	3.4426875	0.1829	-1431.975108
11545	498	Cid	371.3	126.7	0.045112	0.108789	16.7500856	13.7835663	0.4147	-1588.497723
11545	498	Dre	371.3	126.7	0.030407	0.425772	11.2901191	53.9453124	0.0714	-1588.497723
11545	498	Ipu	371.3	126.7	0.135540	2.298537	50.326002	291.2246379	0.0590	-1588.497723
11545	498	Tmi	371.3	126.7	0.009519	0.018326	3.5344047	2.3219042	0.5194	-1588.497723
11545	498	Tsi	371.3	126.7	0.014757	0.024806	5.4792741	3.1429202	0.5949	-1588.497723
11546	1464	Cid	1146.3	317.7	0.010079	0.167557	11.5535577	53.2328589	0.0602	-4150.262170
11546	1464	Dre	1146.3	317.7	0.019416	0.279077	22.2565608	88.6627629	0.0696	-4150.262170
11546	1464	Ipu	1146.3	317.7	0.123754	1.494015	141.8592102	474.6485655	0.0828	-4150.262170
11546	1464	Tmi	1146.3	317.7	0.008908	0.056519	10.2112404	17.9560863	0.1576	-4150.262170
11546	1464	Tsi	1146.3	317.7	0.001921	0.006247	2.2020423	1.9846719	0.3074	-4150.262170
11548	2499	Cid	1827.0	672.0	0.004443	0.028701	8.117361	19.287072	0.1548	-6573.205862
11548	2499	Dre	1827.0	672.0	0.007861	0.217250	14.362047	145.992	0.0362	-6573.205862
11548	2499	Ipu	1827.0	672.0	0.082806	1.632279	151.286562	1096.891488	0.0507	-6573.205862
11548	2499	Tmi	1827.0	672.0	0.003419	0.022765	6.246513	15.29808	0.1502	-6573.205862
11548	2499	Tsi	1827.0	672.0	0.002723	0.057954	4.974921	38.945088	0.0470	-6573.205862
11549	1404	Cid	1025.2	378.8	0.029631	0.198002	30.3777012	75.0031576	0.1496	-4352.134525
11549	1404	Dre	1025.2	378.8	0.021420	0.215355	21.959784	81.576474	0.0995	-4352.134525
11549	1404	Ipu	1025.2	378.8	0.111013	1.033601	113.8105276	391.5280588	0.1074	-4352.134525
11549	1404	Tmi	1025.2	378.8	0.016594	0.081700	17.0121688	30.94796	0.2031	-4352.134525
11549	1404	Tsi	1025.2	378.8	0.007752	0.023263	7.9473504	8.8120244	0.3332	-4352.134525
1155	3555	Cid	2652.9	902.1	0.026915	0.112041	71.4028035	101.0721861	0.2402	-11849.813142
1155	3555	Dre	2652.9	902.1	0.063105	0.268428	167.4112545	242.1488988	0.2351	-11849.813142
1155	3555	Ipu	2652.9	902.1	0.139335	1.446368	369.6418215	1304.7685728	0.0963	-11849.813142
1155	3555	Tmi	2652.9	902.1	0.018565	0.056110	49.2510885	50.616831	0.3309	-11849.813142
1155	3555	Tsi	2652.9	902.1	0.006688	0.040787	17.7425952	36.7939527	0.1640	-11849.813142
11550	429	Cid	320.2	108.8	0.020413	0.167505	6.5362426	18.224544	0.1219	-1427.080110
11550	429	Dre	320.2	108.8	0.062701	0.251205	20.0768602	27.331104	0.2496	-1427.080110
11550	429	Ipu	320.2	108.8	0.195004	0.971387	62.4402808	105.6869056	0.2007	-1427.080110
11550	429	Tmi	320.2	108.8	0.012643	0.084102	4.0482886	9.1502976	0.1503	-1427.080110
11550	429	Tsi	320.2	108.8	0.014366	0.000707	4.5999932	0.0769216	20.3322	-1427.080110
11552	594	Cid	446.9	147.1	0.021155	0.163976	9.4541695	24.1208696	0.1290	-1921.366881
11552	594	Dre	446.9	147.1	0.125038	0.222466	55.8794822	32.7247486	0.5621	-1921.366881
11552	594	Ipu	446.9	147.1	0.118329	1.089336	52.8812301	160.2413256	0.1086	-1921.366881
11552	594	Tmi	446.9	147.1	0.013588	0.080829	6.0724772	11.8899459	0.1681	-1921.366881
11552	594	Tsi	446.9	147.1	0.013755	0.018081	6.1471095	2.6597151	0.7607	-1921.366881
11554	3123	Cid	2285.3	837.7	0.006644	0.089232	15.1835332	74.7496464	0.0745	-8046.453173
11554	3123	Dre	2285.3	837.7	0.008078	0.257108	18.4606534	215.3793716	0.0314	-8046.453173
11554	3123	Ipu	2285.3	837.7	0.037032	0.955631	84.6292296	800.5320887	0.0388	-8046.453173
11554	3123	Tmi	2285.3	837.7	0.005493	0.060219	12.5531529	50.4454563	0.0912	-8046.453173
11554	3123	Tsi	2285.3	837.7	0.001193	0.031280	2.7263629	26.203256	0.0381	-8046.453173
11557	777	Cid	582.0	195.0	0.013384	0.074595	7.789488	14.546025	0.1794	-2052.788482
11557	777	Dre	582.0	195.0	0.007386	0.231825	4.298652	45.205875	0.0319	-2052.788482
11557	777	Ipu	582.0	195.0	0.070785	1.005638	41.19687	196.09941	0.0704	-2052.788482
11557	777	Tmi	582.0	195.0	0.008582	0.044770	4.994724	8.73015	0.1917	-2052.788482
11557	777	Tsi	582.0	195.0	0.005063	0.041493	2.946666	8.091135	0.1220	-2052.788482
11558	1044	Cid	787.8	256.2	0.011692	0.101632	9.2109576	26.0381184	0.1150	-3346.446505
11558	1044	Dre	787.8	256.2	0.054556	0.462061	42.9792168	118.3800282	0.1181	-3346.446505
11558	1044	Ipu	787.8	256.2	0.108761	0.797087	85.6819158	204.2136894	0.1364	-3346.446505
11558	1044	Tmi	787.8	256.2	0.013847	0.067259	10.9086666	17.2317558	0.2059	-3346.446505
11558	1044	Tsi	787.8	256.2	0.009241	0.037387	7.2800598	9.5785494	0.2472	-3346.446505
11560	1308	Cid	999.1	308.9	0.007316	0.166424	7.3094156	51.4083736	0.0440	-3692.286569
11560	1308	Dre	999.1	308.9	0.032855	0.369004	32.8254305	113.9853356	0.0890	-3692.286569
11560	1308	Ipu	999.1	308.9	0.072590	1.102863	72.524669	340.6743807	0.0658	-3692.286569
11560	1308	Tmi	999.1	308.9	0.007030	0.051639	7.023673	15.9512871	0.1361	-3692.286569
11560	1308	Tsi	999.1	308.9	0.004962	0.031481	4.9575342	9.7244809	0.1576	-3692.286569
11561	603	Cid	481.4	121.6	0.007049	0.035242	3.3933886	4.2854272	0.2000	-1449.672298
11561	603	Dre	481.4	121.6	0.014414	0.085426	6.9388996	10.3878016	0.1687	-1449.672298
11561	603	Ipu	481.4	121.6	0.078302	0.671110	37.6945828	81.606976	0.1167	-1449.672298
11561	603	Tmi	481.4	121.6	0.006361	0.020416	3.0621854	2.4825856	0.3116	-1449.672298
11561	603	Tsi	481.4	121.6	0.000002	0.021260	0.0009628	2.585216	0.0001	-1449.672298
11562	1515	Cid	1078.7	436.3	0.014938	0.148563	16.1136206	64.8180369	0.1006	-4488.714034
11562	1515	Dre	1078.7	436.3	0.027943	0.242020	30.1421141	105.593326	0.1155	-4488.714034
11562	1515	Ipu	1078.7	436.3	0.082783	1.170022	89.2980221	510.4805986	0.0708	-4488.714034
11562	1515	Tmi	1078.7	436.3	0.010633	0.055893	11.4698171	24.3861159	0.1902	-4488.714034
11562	1515	Tsi	1078.7	436.3	0.007471	0.022174	8.0589677	9.6745162	0.3369	-4488.714034
11564	486	Cid	366.0	120.0	0.017660	0.107026	6.46356	12.84312	0.1650	-1583.153900
11564	486	Dre	366.0	120.0	0.071991	0.213784	26.348706	25.65408	0.3367	-1583.153900
11564	486	Ipu	366.0	120.0	0.202437	1.809321	74.091942	217.11852	0.1119	-1583.153900
11564	486	Tmi	366.0	120.0	0.023209	0.049657	8.494494	5.95884	0.4674	-1583.153900
11564	486	Tsi	366.0	120.0	0.002548	0.023443	0.932568	2.81316	0.1087	-1583.153900
11565	585	Cid	415.0	170.0	0.028256	0.040717	11.72624	6.92189	0.6940	-2298.990213
11565	585	Dre	415.0	170.0	0.176013	2.220315	73.045395	377.45355	0.0793	-2298.990213
11565	585	Ipu	415.0	170.0	0.203697	2.628311	84.534255	446.81287	0.0775	-2298.990213
11565	585	Tmi	415.0	170.0	0.011441	0.066376	4.748015	11.28392	0.1724	-2298.990213
11565	585	Tsi	415.0	170.0	0.005219	0.062102	2.165885	10.55734	0.0840	-2298.990213
11566	825	Cid	613.9	211.1	0.079117	0.172898	48.5699263	36.4987678	0.4576	-2922.901663
11566	825	Dre	613.9	211.1	0.030818	0.283300	18.9191702	59.80463	0.1088	-2922.901663
11566	825	Ipu	613.9	211.1	0.156048	1.326792	95.7978672	280.0857912	0.1176	-2922.901663
11566	825	Tmi	613.9	211.1	0.022973	0.076770	14.1031247	16.206147	0.2992	-2922.901663
11566	825	Tsi	613.9	211.1	0.010615	0.048346	6.5165485	10.2058406	0.2196	-2922.901663
11567	2637	Cid	2027.2	609.8	0.004915	0.163875	9.963688	99.930975	0.0300	-7242.867678
11567	2637	Dre	2027.2	609.8	0.021339	0.370750	43.2584208	226.08335	0.0576	-7242.867678
11567	2637	Ipu	2027.2	609.8	0.060575	1.460981	122.79764	890.9062138	0.0415	-7242.867678
11567	2637	Tmi	2027.2	609.8	0.004744	0.056832	9.6170368	34.6561536	0.0835	-7242.867678
11567	2637	Tsi	2027.2	609.8	0.003204	0.045661	6.4951488	27.8440778	0.0702	-7242.867678
11568	249	Cid	182.8	66.2	0.031395	0.070225	5.739006	4.648895	0.4471	-903.789748
11568	249	Dre	182.8	66.2	0.094388	0.580921	17.2541264	38.4569702	0.1625	-903.789748
11568	249	Ipu	182.8	66.2	0.175820	1.044522	32.139896	69.1473564	0.1683	-903.789748
11568	249	Tmi	182.8	66.2	0.015602	0.037397	2.8520456	2.4756814	0.4172	-903.789748
11568	249	Tsi	182.8	66.2	0.006877	0.088302	1.2571156	5.8455924	0.0779	-903.789748
11569	1920	Cid	1419.1	500.9	0.007424	0.114380	10.5353984	57.292942	0.0649	-5381.784388
11569	1920	Dre	1419.1	500.9	0.020106	0.223648	28.5324246	112.0252832	0.0899	-5381.784388
11569	1920	Ipu	1419.1	500.9	0.077088	1.208683	109.3955808	605.4293147	0.0638	-5381.784388
11569	1920	Tmi	1419.1	500.9	0.008403	0.056466	11.9246973	28.2838194	0.1488	-5381.784388
11569	1920	Tsi	1419.1	500.9	0.014166	0.032568	20.1029706	16.3133112	0.4350	-5381.784388
1157	13209	Cid	10096.1	3112.9	0.007663	0.211862	77.3664143	659.5052198	0.0362	-36768.134506
1157	13209	Dre	10096.1	3112.9	0.014153	0.379823	142.8901033	1182.3510167	0.0373	-36768.134506
1157	13209	Ipu	10096.1	3112.9	0.055312	0.962567	558.4354832	2996.3748143	0.0575	-36768.134506
1157	13209	Tmi	10096.1	3112.9	0.009824	0.051895	99.1840864	161.5439455	0.1893	-36768.134506
1157	13209	Tsi	10096.1	3112.9	0.005052	0.044281	51.0054972	137.8423249	0.1141	-36768.134506
11570	939	Cid	706.3	232.7	0.070291	0.175652	49.6465333	40.8742204	0.4002	-3580.409370
11570	939	Dre	706.3	232.7	0.065121	0.589908	45.9949623	137.2715916	0.1104	-3580.409370
11570	939	Ipu	706.3	232.7	0.216020	1.637343	152.574926	381.0097161	0.1319	-3580.409370
11570	939	Tmi	706.3	232.7	0.024483	0.109955	17.2923429	25.5865285	0.2227	-3580.409370
11570	939	Tsi	706.3	232.7	0.018460	0.000018	13.038298	0.0041886	999.0000	-3580.409370
11571	405	Cid	297.2	107.8	0.017513	0.002477	5.2048636	0.2670206	7.0702	-1233.730273
11571	405	Dre	297.2	107.8	0.045147	0.525390	13.4176884	56.637042	0.0859	-1233.730273
11571	405	Ipu	297.2	107.8	0.129722	1.253208	38.5533784	135.0958224	0.1035	-1233.730273
11571	405	Tmi	297.2	107.8	0.018231	0.065206	5.4182532	7.0292068	0.2796	-1233.730273
11571	405	Tsi	297.2	107.8	0.009496	0.003580	2.8222112	0.385924	2.6526	-1233.730273
11572	984	Cid	757.5	226.5	0.007597	0.164811	5.7547275	37.3296915	0.0461	-2521.682710
11572	984	Dre	757.5	226.5	0.009997	0.228698	7.5727275	51.800097	0.0437	-2521.682710
11572	984	Ipu	757.5	226.5	0.058340	1.173613	44.19255	265.8233445	0.0497	-2521.682710
11572	984	Tmi	757.5	226.5	0.005241	0.029950	3.9700575	6.783675	0.1750	-2521.682710
11572	984	Tsi	757.5	226.5	0.002567	0.023076	1.9445025	5.226714	0.1112	-2521.682710
11573	912	Cid	668.2	243.8	0.001511	0.123992	1.0096502	30.2292496	0.0122	-2176.480381
11573	912	Dre	668.2	243.8	0.001516	0.201291	1.0129912	49.0747458	0.0075	-2176.480381
11573	912	Ipu	668.2	243.8	0.022834	0.639236	15.2576788	155.8457368	0.0357	-2176.480381
11573	912	Tmi	668.2	243.8	0.001781	0.053293	1.1900642	12.9928334	0.0334	-2176.480381
11573	912	Tsi	668.2	243.8	0.001221	0.008747	0.8158722	2.1325186	0.1396	-2176.480381
11576	1404	Cid	1036.6	367.4	0.014025	0.247414	14.538315	90.8999036	0.0567	-4064.461683
11576	1404	Dre	1036.6	367.4	0.027882	0.352261	28.9024812	129.4206914	0.0792	-4064.461683
11576	1404	Ipu	1036.6	367.4	0.049267	0.841945	51.0701722	309.330593	0.0585	-4064.461683
11576	1404	Tmi	1036.6	367.4	0.012222	0.047725	12.6693252	17.534165	0.2561	-4064.461683
11576	1404	Tsi	1036.6	367.4	0.009749	0.045385	10.1058134	16.674449	0.2148	-4064.461683
1158	2547	Cid	1810.8	736.2	0.004247	0.102199	7.6904676	75.2389038	0.0416	-6365.733654
1158	2547	Dre	1810.8	736.2	0.006866	0.220904	12.4329528	162.6295248	0.0311	-6365.733654
1158	2547	Ipu	1810.8	736.2	0.020366	0.842280	36.8787528	620.086536	0.0242	-6365.733654
1158	2547	Tmi	1810.8	736.2	0.003314	0.046119	6.0009912	33.9528078	0.0719	-6365.733654
1158	2547	Tsi	1810.8	736.2	0.001110	0.039449	2.009988	29.0423538	0.0281	-6365.733654
11580	705	Cid	526.4	178.6	0.026749	0.158200	14.0806736	28.25452	0.1691	-2153.504883
11580	705	Dre	526.4	178.6	0.035855	0.196098	18.874072	35.0231028	0.1828	-2153.504883
11580	705	Ipu	526.4	178.6	0.121379	1.055698	63.8939056	188.5476628	0.1150	-2153.504883
11580	705	Tmi	526.4	178.6	0.008417	0.038467	4.4307088	6.8702062	0.2188	-2153.504883
11580	705	Tsi	526.4	178.6	0.013072	0.034406	6.8811008	6.1449116	0.3799	-2153.504883
11584	942	Cid	707.4	234.6	0.029051	0.187721	20.5506774	44.0393466	0.1548	-3408.720079
11584	942	Dre	707.4	234.6	0.053574	0.208837	37.8982476	48.9931602	0.2565	-3408.720079
11584	942	Ipu	707.4	234.6	0.292521	1.134100	206.9293554	266.05986	0.2579	-3408.720079
11584	942	Tmi	707.4	234.6	0.013030	0.048987	9.217422	11.4923502	0.2660	-3408.720079
11584	942	Tsi	707.4	234.6	0.016490	0.049330	11.665026	11.572818	0.3343	-3408.720079
11586	921	Cid	665.3	255.7	0.009369	0.036596	6.2331957	9.3575972	0.2560	-2172.266408
11586	921	Dre	665.3	255.7	0.007601	0.110337	5.0569453	28.2131709	0.0689	-2172.266408
11586	921	Ipu	665.3	255.7	0.024565	0.558711	16.3430945	142.8624027	0.0440	-2172.266408
11586	921	Tmi	665.3	255.7	0.008847	0.017468	5.8859091	4.4665676	0.5065	-2172.266408
11586	921	Tsi	665.3	255.7	0.004852	0.019993	3.2280356	5.1122101	0.2427	-2172.266408
11587	2790	Cid	2060.2	729.8	0.014400	0.099070	29.66688	72.301286	0.1454	-8731.892692
11587	2790	Dre	2060.2	729.8	0.041305	0.173979	85.096561	126.9698742	0.2374	-8731.892692
11587	2790	Ipu	2060.2	729.8	0.166825	1.171628	343.692865	855.0541144	0.1424	-8731.892692
11587	2790	Tmi	2060.2	729.8	0.015305	0.050681	31.531361	36.9869938	0.3020	-8731.892692
11587	2790	Tsi	2060.2	729.8	0.005569	0.034125	11.4732538	24.904425	0.1632	-8731.892692
11590	1692	Cid	1293.3	398.7	0.007413	0.098937	9.5872329	39.4461819	0.0749	-4119.913212
11590	1692	Dre	1293.3	398.7	0.006622	0.211378	8.5642326	84.2764086	0.0313	-4119.913212
11590	1692	Ipu	1293.3	398.7	0.032126	1.330206	41.5485558	530.3531322	0.0242	-4119.913212
11590	1692	Tmi	1293.3	398.7	0.002792	0.044690	3.6108936	17.817903	0.0625	-4119.913212
11590	1692	Tsi	1293.3	398.7	0.003501	0.042602	4.5278433	16.9854174	0.0822	-4119.913212
11591	780	Cid	573.1	206.9	0.052874	0.132368	30.3020894	27.3869392	0.3994	-2879.245990
11591	780	Dre	573.1	206.9	0.065454	0.310608	37.5116874	64.2647952	0.2107	-2879.245990
11591	780	Ipu	573.1	206.9	0.225151	1.605436	129.0340381	332.1647084	0.1402	-2879.245990
11591	780	Tmi	573.1	206.9	0.025181	0.036708	14.4312311	7.5948852	0.6860	-2879.245990
11591	780	Tsi	573.1	206.9	0.016941	0.051627	9.7088871	10.6816263	0.3281	-2879.245990
11592	4101	Cid	3173.3	927.7	0.012970	0.211860	41.157701	196.542522	0.0612	-12096.222615
11592	4101	Dre	3173.3	927.7	0.030792	0.366495	97.7122536	339.9974115	0.0840	-12096.222615
11592	4101	Ipu	3173.3	927.7	0.071862	1.145629	228.0396846	1062.8000233	0.0627	-12096.222615
11592	4101	Tmi	3173.3	927.7	0.008227	0.066067	26.1067391	61.2903559	0.1245	-12096.222615
11592	4101	Tsi	3173.3	927.7	0.008206	0.028904	26.0400998	26.8142408	0.2839	-12096.222615
11593	363	Cid	272.4	90.6	0.003642	0.158266	0.9920808	14.3388996	0.0230	-896.744921
11593	363	Dre	272.4	90.6	0.003637	0.300724	0.9907188	27.2455944	0.0121	-896.744921
11593	363	Ipu	272.4	90.6	0.017874	0.868369	4.8688776	78.6742314	0.0206	-896.744921
11593	363	Tmi	272.4	90.6	0.003644	0.062144	0.9926256	5.6302464	0.0586	-896.744921
11593	363	Tsi	272.4	90.6	0.000008	0.080507	0.0021792	7.2939342	0.0001	-896.744921
1160	1011	Cid	754.7	256.3	0.007886	0.178422	5.9515642	45.7295586	0.0442	-2746.491779
1160	1011	Dre	754.7	256.3	0.023217	0.422755	17.5218699	108.3521065	0.0549	-2746.491779
1160	1011	Ipu	754.7	256.3	0.044200	1.641497	33.35774	420.7156811	0.0269	-2746.491779
1160	1011	Tmi	754.7	256.3	0.008067	0.030290	6.0881649	7.763327	0.2663	-2746.491779
1160	1011	Tsi	754.7	256.3	0.006657	0.015163	5.0240379	3.8862769	0.4390	-2746.491779
11601	1179	Cid	838.2	340.8	0.017725	0.071535	14.857095	24.379128	0.2478	-3498.161561
11601	1179	Dre	838.2	340.8	0.025038	0.219719	20.9868516	74.8802352	0.1140	-3498.161561
11601	1179	Ipu	838.2	340.8	0.118811	2.312605	99.5873802	788.135784	0.0514	-3498.161561
11601	1179	Tmi	838.2	340.8	0.011898	0.048324	9.9729036	16.4688192	0.2462	-3498.161561
11601	1179	Tsi	838.2	340.8	0.005215	0.031622	4.371213	10.7767776	0.1649	-3498.161561
11602	1521	Cid	1109.0	412.0	0.007453	0.122479	8.265377	50.461348	0.0609	-4749.878530
11602	1521	Dre	1109.0	412.0	0.056312	0.516534	62.450008	212.812008	0.1090	-4749.878530
11602	1521	Ipu	1109.0	412.0	0.094986	0.957118	105.339474	394.332616	0.0992	-4749.878530
11602	1521	Tmi	1109.0	412.0	0.012114	0.081447	13.434426	33.556164	0.1487	-4749.878530
11602	1521	Tsi	1109.0	412.0	0.007396	0.016937	8.202164	6.978044	0.4367	-4749.878530
11603	822	Cid	626.4	195.6	0.015906	0.118766	9.9635184	23.2306296	0.1339	-2167.775078
11603	822	Dre	626.4	195.6	0.012058	0.251542	7.5531312	49.2016152	0.0479	-2167.775078
